dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018
24/3/2020,24,3,2020,0,0,Cote_dIvoire,CI,CIV,25069229
23/3/2020,23,3,2020,8,0,Cote_dIvoire,CI,CIV,25069229
22/3/2020,22,3,2020,3,0,Cote_dIvoire,CI,CIV,25069229
21/3/2020,21,3,2020,5,0,Cote_dIvoire,CI,CIV,25069229
20/3/2020,20,3,2020,3,0,Cote_dIvoire,CI,CIV,25069229
19/3/2020,19,3,2020,1,0,Cote_dIvoire,CI,CIV,25069229
18/3/2020,18,3,2020,0,0,Cote_dIvoire,CI,CIV,25069229
17/3/2020,17,3,2020,1,0,Cote_dIvoire,CI,CIV,25069229
16/3/2020,16,3,2020,0,0,Cote_dIvoire,CI,CIV,25069229
15/3/2020,15,3,2020,3,0,Cote_dIvoire,CI,CIV,25069229
12/3/2020,12,3,2020,1,0,Cote_dIvoire,CI,CIV,25069229
27/3/2020,27,3,2020,77,1,Croatia,HR,HRV,4089400
26/3/2020,26,3,2020,36,0,Croatia,HR,HRV,4089400
25/3/2020,25,3,2020,76,1,Croatia,HR,HRV,4089400
24/3/2020,24,3,2020,71,0,Croatia,HR,HRV,4089400
23/3/2020,23,3,2020,29,0,Croatia,HR,HRV,4089400
22/3/2020,22,3,2020,80,0,Croatia,HR,HRV,4089400
21/3/2020,21,3,2020,22,0,Croatia,HR,HRV,4089400
20/3/2020,20,3,2020,23,0,Croatia,HR,HRV,4089400
19/3/2020,19,3,2020,12,0,Croatia,HR,HRV,4089400
18/3/2020,18,3,2020,13,0,Croatia,HR,HRV,4089400
17/3/2020,17,3,2020,8,0,Croatia,HR,HRV,4089400
16/3/2020,16,3,2020,11,0,Croatia,HR,HRV,4089400
15/3/2020,15,3,2020,6,0,Croatia,HR,HRV,4089400
14/3/2020,14,3,2020,6,0,Croatia,HR,HRV,4089400
13/3/2020,13,3,2020,9,0,Croatia,HR,HRV,4089400
12/3/2020,12,3,2020,3,0,Croatia,HR,HRV,4089400
11/3/2020,11,3,2020,1,0,Croatia,HR,HRV,4089400
8/3/2020,8,3,2020,1,0,Croatia,HR,HRV,4089400
7/3/2020,7,3,2020,1,0,Croatia,HR,HRV,4089400
6/3/2020,6,3,2020,1,0,Croatia,HR,HRV,4089400
4/3/2020,4,3,2020,1,0,Croatia,HR,HRV,4089400
3/3/2020,3,3,2020,1,0,Croatia,HR,HRV,4089400
2/3/2020,2,3,2020,2,0,Croatia,HR,HRV,4089400
1/3/2020,1,3,2020,0,0,Croatia,HR,HRV,4089400
29/2/2020,29,2,2020,2,0,Croatia,HR,HRV,4089400
28/2/2020,28,2,2020,1,0,Croatia,HR,HRV,4089400
27/2/2020,27,2,2020,1,0,Croatia,HR,HRV,4089400
26/2/2020,26,2,2020,1,0,Croatia,HR,HRV,4089400
25/2/2020,25,2,2020,0,0,Croatia,HR,HRV,4089400
24/2/2020,24,2,2020,0,0,Croatia,HR,HRV,4089400
23/2/2020,23,2,2020,0,0,Croatia,HR,HRV,4089400
22/2/2020,22,2,2020,0,0,Croatia,HR,HRV,4089400
21/2/2020,21,2,2020,0,0,Croatia,HR,HRV,4089400
20/2/2020,20,2,2020,0,0,Croatia,HR,HRV,4089400
19/2/2020,19,2,2020,0,0,Croatia,HR,HRV,4089400
18/2/2020,18,2,2020,0,0,Croatia,HR,HRV,4089400
17/2/2020,17,2,2020,0,0,Croatia,HR,HRV,4089400
16/2/2020,16,2,2020,0,0,Croatia,HR,HRV,4089400
15/2/2020,15,2,2020,0,0,Croatia,HR,HRV,4089400
14/2/2020,14,2,2020,0,0,Croatia,HR,HRV,4089400
13/2/2020,13,2,2020,0,0,Croatia,HR,HRV,4089400
12/2/2020,12,2,2020,0,0,Croatia,HR,HRV,4089400
11/2/2020,11,2,2020,0,0,Croatia,HR,HRV,4089400
10/2/2020,10,2,2020,0,0,Croatia,HR,HRV,4089400
9/2/2020,9,2,2020,0,0,Croatia,HR,HRV,4089400
8/2/2020,8,2,2020,0,0,Croatia,HR,HRV,4089400
7/2/2020,7,2,2020,0,0,Croatia,HR,HRV,4089400
6/2/2020,6,2,2020,0,0,Croatia,HR,HRV,4089400
5/2/2020,5,2,2020,0,0,Croatia,HR,HRV,4089400
4/2/2020,4,2,2020,0,0,Croatia,HR,HRV,4089400
3/2/2020,3,2,2020,0,0,Croatia,HR,HRV,4089400
2/2/2020,2,2,2020,0,0,Croatia,HR,HRV,4089400
1/2/2020,1,2,2020,0,0,Croatia,HR,HRV,4089400
31/1/2020,31,1,2020,0,0,Croatia,HR,HRV,4089400
30/1/2020,30,1,2020,0,0,Croatia,HR,HRV,4089400
29/1/2020,29,1,2020,0,0,Croatia,HR,HRV,4089400
28/1/2020,28,1,2020,0,0,Croatia,HR,HRV,4089400
27/1/2020,27,1,2020,0,0,Croatia,HR,HRV,4089400
26/1/2020,26,1,2020,0,0,Croatia,HR,HRV,4089400
25/1/2020,25,1,2020,0,0,Croatia,HR,HRV,4089400
24/1/2020,24,1,2020,0,0,Croatia,HR,HRV,4089400
23/1/2020,23,1,2020,0,0,Croatia,HR,HRV,4089400
22/1/2020,22,1,2020,0,0,Croatia,HR,HRV,4089400
21/1/2020,21,1,2020,0,0,Croatia,HR,HRV,4089400
20/1/2020,20,1,2020,0,0,Croatia,HR,HRV,4089400
19/1/2020,19,1,2020,0,0,Croatia,HR,HRV,4089400
18/1/2020,18,1,2020,0,0,Croatia,HR,HRV,4089400
17/1/2020,17,1,2020,0,0,Croatia,HR,HRV,4089400
16/1/2020,16,1,2020,0,0,Croatia,HR,HRV,4089400
15/1/2020,15,1,2020,0,0,Croatia,HR,HRV,4089400
14/1/2020,14,1,2020,0,0,Croatia,HR,HRV,4089400
13/1/2020,13,1,2020,0,0,Croatia,HR,HRV,4089400
12/1/2020,12,1,2020,0,0,Croatia,HR,HRV,4089400
11/1/2020,11,1,2020,0,0,Croatia,HR,HRV,4089400
10/1/2020,10,1,2020,0,0,Croatia,HR,HRV,4089400
9/1/2020,9,1,2020,0,0,Croatia,HR,HRV,4089400
8/1/2020,8,1,2020,0,0,Croatia,HR,HRV,4089400
7/1/2020,7,1,2020,0,0,Croatia,HR,HRV,4089400
6/1/2020,6,1,2020,0,0,Croatia,HR,HRV,4089400
5/1/2020,5,1,2020,0,0,Croatia,HR,HRV,4089400
4/1/2020,4,1,2020,0,0,Croatia,HR,HRV,4089400
3/1/2020,3,1,2020,0,0,Croatia,HR,HRV,4089400
2/1/2020,2,1,2020,0,0,Croatia,HR,HRV,4089400
1/1/2020,1,1,2020,0,0,Croatia,HR,HRV,4089400
31/12/2019,31,12,2019,0,0,Croatia,HR,HRV,4089400
27/3/2020,27,3,2020,10,1,Cuba,CU,CUB,11338138
26/3/2020,26,3,2020,9,0,Cuba,CU,CUB,11338138
25/3/2020,25,3,2020,8,0,Cuba,CU,CUB,11338138
24/3/2020,24,3,2020,5,0,Cuba,CU,CUB,11338138
23/3/2020,23,3,2020,10,0,Cuba,CU,CUB,11338138
22/3/2020,22,3,2020,4,0,Cuba,CU,CUB,11338138
21/3/2020,21,3,2020,5,0,Cuba,CU,CUB,11338138
20/3/2020,20,3,2020,5,0,Cuba,CU,CUB,11338138
19/3/2020,19,3,2020,4,1,Cuba,CU,CUB,11338138
18/3/2020,18,3,2020,3,0,Cuba,CU,CUB,11338138
15/3/2020,15,3,2020,0,0,Cuba,CU,CUB,11338138
14/3/2020,14,3,2020,1,0,Cuba,CU,CUB,11338138
12/3/2020,12,3,2020,3,0,Cuba,CU,CUB,11338138
27/3/2020,27,3,2020,1,0,Curaçao,CW,CUW,159849
26/3/2020,26,3,2020,0,1,Curaçao,CW,CUW,159849
24/3/2020,24,3,2020,3,0,Curaçao,CW,CUW,159849
20/3/2020,20,3,2020,2,0,Curaçao,CW,CUW,159849
13/3/2020,13,3,2020,1,0,Curaçao,CW,CUW,159849
27/3/2020,27,3,2020,14,0,Cyprus,CY,CYP,1189265
26/3/2020,26,3,2020,8,0,Cyprus,CY,CYP,1189265
25/3/2020,25,3,2020,8,3,Cyprus,CY,CYP,1189265
24/3/2020,24,3,2020,21,0,Cyprus,CY,CYP,1189265
23/3/2020,23,3,2020,11,0,Cyprus,CY,CYP,1189265
22/3/2020,22,3,2020,17,0,Cyprus,CY,CYP,1189265
21/3/2020,21,3,2020,9,0,Cyprus,CY,CYP,1189265
20/3/2020,20,3,2020,0,0,Cyprus,CY,CYP,1189265
19/3/2020,19,3,2020,18,0,Cyprus,CY,CYP,1189265
18/3/2020,18,3,2020,0,0,Cyprus,CY,CYP,1189265
17/3/2020,17,3,2020,10,0,Cyprus,CY,CYP,1189265
16/3/2020,16,3,2020,9,0,Cyprus,CY,CYP,1189265
15/3/2020,15,3,2020,7,0,Cyprus,CY,CYP,1189265
14/3/2020,14,3,2020,8,0,Cyprus,CY,CYP,1189265
12/3/2020,12,3,2020,4,0,Cyprus,CY,CYP,1189265
10/3/2020,10,3,2020,2,0,Cyprus,CY,CYP,1189265
27/3/2020,27,3,2020,408,3,Czech_Republic,CZ,CZE,10625695
26/3/2020,26,3,2020,260,3,Czech_Republic,CZ,CZE,10625695
25/3/2020,25,3,2020,158,2,Czech_Republic,CZ,CZE,10625695
24/3/2020,24,3,2020,71,0,Czech_Republic,CZ,CZE,10625695
23/3/2020,23,3,2020,170,1,Czech_Republic,CZ,CZE,10625695
22/3/2020,22,3,2020,91,0,Czech_Republic,CZ,CZE,10625695
21/3/2020,21,3,2020,210,0,Czech_Republic,CZ,CZE,10625695
20/3/2020,20,3,2020,172,0,Czech_Republic,CZ,CZE,10625695
19/3/2020,19,3,2020,88,0,Czech_Republic,CZ,CZE,10625695
18/3/2020,18,3,2020,90,0,Czech_Republic,CZ,CZE,10625695
17/3/2020,17,3,2020,46,0,Czech_Republic,CZ,CZE,10625695
16/3/2020,16,3,2020,84,0,Czech_Republic,CZ,CZE,10625695
15/3/2020,15,3,2020,64,0,Czech_Republic,CZ,CZE,10625695
14/3/2020,14,3,2020,34,0,Czech_Republic,CZ,CZE,10625695
13/3/2020,13,3,2020,22,0,Czech_Republic,CZ,CZE,10625695
12/3/2020,12,3,2020,31,0,Czech_Republic,CZ,CZE,10625695
11/3/2020,11,3,2020,23,0,Czech_Republic,CZ,CZE,10625695
10/3/2020,10,3,2020,8,0,Czech_Republic,CZ,CZE,10625695
9/3/2020,9,3,2020,6,0,Czech_Republic,CZ,CZE,10625695
8/3/2020,8,3,2020,7,0,Czech_Republic,CZ,CZE,10625695
7/3/2020,7,3,2020,7,0,Czech_Republic,CZ,CZE,10625695
6/3/2020,6,3,2020,4,0,Czech_Republic,CZ,CZE,10625695
5/3/2020,5,3,2020,3,0,Czech_Republic,CZ,CZE,10625695
4/3/2020,4,3,2020,0,0,Czech_Republic,CZ,CZE,10625695
3/3/2020,3,3,2020,2,0,Czech_Republic,CZ,CZE,10625695
2/3/2020,2,3,2020,3,0,Czech_Republic,CZ,CZE,10625695
1/3/2020,1,3,2020,0,0,Czech_Republic,CZ,CZE,10625695
29/2/2020,29,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
28/2/2020,28,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
27/2/2020,27,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
26/2/2020,26,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
25/2/2020,25,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
24/2/2020,24,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
23/2/2020,23,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
22/2/2020,22,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
21/2/2020,21,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
20/2/2020,20,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
19/2/2020,19,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
18/2/2020,18,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
17/2/2020,17,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
16/2/2020,16,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
15/2/2020,15,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
14/2/2020,14,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
13/2/2020,13,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
12/2/2020,12,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
11/2/2020,11,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
10/2/2020,10,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
9/2/2020,9,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
8/2/2020,8,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
7/2/2020,7,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
6/2/2020,6,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
5/2/2020,5,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
4/2/2020,4,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
3/2/2020,3,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
2/2/2020,2,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/2/2020,1,2,2020,0,0,Czech_Republic,CZ,CZE,10625695
31/1/2020,31,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
30/1/2020,30,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
29/1/2020,29,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
28/1/2020,28,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
27/1/2020,27,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
26/1/2020,26,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
25/1/2020,25,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
24/1/2020,24,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
23/1/2020,23,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
22/1/2020,22,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
21/1/2020,21,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
20/1/2020,20,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
19/1/2020,19,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
18/1/2020,18,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
17/1/2020,17,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
16/1/2020,16,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
15/1/2020,15,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
14/1/2020,14,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
13/1/2020,13,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
12/1/2020,12,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
11/1/2020,11,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
10/1/2020,10,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
9/1/2020,9,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
8/1/2020,8,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
7/1/2020,7,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
6/1/2020,6,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
5/1/2020,5,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
4/1/2020,4,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
3/1/2020,3,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
2/1/2020,2,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
1/1/2020,1,1,2020,0,0,Czech_Republic,CZ,CZE,10625695
31/12/2019,31,12,2019,0,0,Czech_Republic,CZ,CZE,10625695
27/3/2020,27,3,2020,9,1,Democratic_Republic_of_the_Congo,CD,COD,84068091
26/3/2020,26,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
25/3/2020,25,3,2020,19,1,Democratic_Republic_of_the_Congo,CD,COD,84068091
24/3/2020,24,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
23/3/2020,23,3,2020,3,1,Democratic_Republic_of_the_Congo,CD,COD,84068091
22/3/2020,22,3,2020,9,1,Democratic_Republic_of_the_Congo,CD,COD,84068091
21/3/2020,21,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
20/3/2020,20,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
19/3/2020,19,3,2020,11,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
18/3/2020,18,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
17/3/2020,17,3,2020,1,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
16/3/2020,16,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
15/3/2020,15,3,2020,0,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
14/3/2020,14,3,2020,1,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
11/3/2020,11,3,2020,1,0,Democratic_Republic_of_the_Congo,CD,COD,84068091
27/3/2020,27,3,2020,153,7,Denmark,DK,DNK,5797446
26/3/2020,26,3,2020,133,2,Denmark,DK,DNK,5797446
25/3/2020,25,3,2020,131,8,Denmark,DK,DNK,5797446
24/3/2020,24,3,2020,65,11,Denmark,DK,DNK,5797446
23/3/2020,23,3,2020,69,0,Denmark,DK,DNK,5797446
22/3/2020,22,3,2020,71,4,Denmark,DK,DNK,5797446
21/3/2020,21,3,2020,104,3,Denmark,DK,DNK,5797446
20/3/2020,20,3,2020,36,2,Denmark,DK,DNK,5797446
19/3/2020,19,3,2020,91,0,Denmark,DK,DNK,5797446
18/3/2020,18,3,2020,92,3,Denmark,DK,DNK,5797446
17/3/2020,17,3,2020,57,0,Denmark,DK,DNK,5797446
16/3/2020,16,3,2020,48,1,Denmark,DK,DNK,5797446
15/3/2020,15,3,2020,23,0,Denmark,DK,DNK,5797446
14/3/2020,14,3,2020,128,0,Denmark,DK,DNK,5797446
13/3/2020,13,3,2020,160,0,Denmark,DK,DNK,5797446
12/3/2020,12,3,2020,252,0,Denmark,DK,DNK,5797446
11/3/2020,11,3,2020,151,0,Denmark,DK,DNK,5797446
10/3/2020,10,3,2020,75,0,Denmark,DK,DNK,5797446
9/3/2020,9,3,2020,7,0,Denmark,DK,DNK,5797446
8/3/2020,8,3,2020,8,0,Denmark,DK,DNK,5797446
7/3/2020,7,3,2020,3,0,Denmark,DK,DNK,5797446
6/3/2020,6,3,2020,10,0,Denmark,DK,DNK,5797446
5/3/2020,5,3,2020,2,0,Denmark,DK,DNK,5797446
4/3/2020,4,3,2020,3,0,Denmark,DK,DNK,5797446
3/3/2020,3,3,2020,1,0,Denmark,DK,DNK,5797446
2/3/2020,2,3,2020,1,0,Denmark,DK,DNK,5797446
1/3/2020,1,3,2020,1,0,Denmark,DK,DNK,5797446
29/2/2020,29,2,2020,1,0,Denmark,DK,DNK,5797446
28/2/2020,28,2,2020,0,0,Denmark,DK,DNK,5797446
27/2/2020,27,2,2020,1,0,Denmark,DK,DNK,5797446
26/2/2020,26,2,2020,0,0,Denmark,DK,DNK,5797446
25/2/2020,25,2,2020,0,0,Denmark,DK,DNK,5797446
24/2/2020,24,2,2020,0,0,Denmark,DK,DNK,5797446
23/2/2020,23,2,2020,0,0,Denmark,DK,DNK,5797446
22/2/2020,22,2,2020,0,0,Denmark,DK,DNK,5797446
21/2/2020,21,2,2020,0,0,Denmark,DK,DNK,5797446
20/2/2020,20,2,2020,0,0,Denmark,DK,DNK,5797446
19/2/2020,19,2,2020,0,0,Denmark,DK,DNK,5797446
18/2/2020,18,2,2020,0,0,Denmark,DK,DNK,5797446
17/2/2020,17,2,2020,0,0,Denmark,DK,DNK,5797446
16/2/2020,16,2,2020,0,0,Denmark,DK,DNK,5797446
15/2/2020,15,2,2020,0,0,Denmark,DK,DNK,5797446
14/2/2020,14,2,2020,0,0,Denmark,DK,DNK,5797446
13/2/2020,13,2,2020,0,0,Denmark,DK,DNK,5797446
12/2/2020,12,2,2020,0,0,Denmark,DK,DNK,5797446
11/2/2020,11,2,2020,0,0,Denmark,DK,DNK,5797446
10/2/2020,10,2,2020,0,0,Denmark,DK,DNK,5797446
9/2/2020,9,2,2020,0,0,Denmark,DK,DNK,5797446
8/2/2020,8,2,2020,0,0,Denmark,DK,DNK,5797446
7/2/2020,7,2,2020,0,0,Denmark,DK,DNK,5797446
6/2/2020,6,2,2020,0,0,Denmark,DK,DNK,5797446
5/2/2020,5,2,2020,0,0,Denmark,DK,DNK,5797446
4/2/2020,4,2,2020,0,0,Denmark,DK,DNK,5797446
3/2/2020,3,2,2020,0,0,Denmark,DK,DNK,5797446
2/2/2020,2,2,2020,0,0,Denmark,DK,DNK,5797446
1/2/2020,1,2,2020,0,0,Denmark,DK,DNK,5797446
31/1/2020,31,1,2020,0,0,Denmark,DK,DNK,5797446
30/1/2020,30,1,2020,0,0,Denmark,DK,DNK,5797446
29/1/2020,29,1,2020,0,0,Denmark,DK,DNK,5797446
28/1/2020,28,1,2020,0,0,Denmark,DK,DNK,5797446
27/1/2020,27,1,2020,0,0,Denmark,DK,DNK,5797446
26/1/2020,26,1,2020,0,0,Denmark,DK,DNK,5797446
25/1/2020,25,1,2020,0,0,Denmark,DK,DNK,5797446
24/1/2020,24,1,2020,0,0,Denmark,DK,DNK,5797446
23/1/2020,23,1,2020,0,0,Denmark,DK,DNK,5797446
22/1/2020,22,1,2020,0,0,Denmark,DK,DNK,5797446
21/1/2020,21,1,2020,0,0,Denmark,DK,DNK,5797446
20/1/2020,20,1,2020,0,0,Denmark,DK,DNK,5797446
19/1/2020,19,1,2020,0,0,Denmark,DK,DNK,5797446
18/1/2020,18,1,2020,0,0,Denmark,DK,DNK,5797446
17/1/2020,17,1,2020,0,0,Denmark,DK,DNK,5797446
16/1/2020,16,1,2020,0,0,Denmark,DK,DNK,5797446
15/1/2020,15,1,2020,0,0,Denmark,DK,DNK,5797446
14/1/2020,14,1,2020,0,0,Denmark,DK,DNK,5797446
13/1/2020,13,1,2020,0,0,Denmark,DK,DNK,5797446
12/1/2020,12,1,2020,0,0,Denmark,DK,DNK,5797446
11/1/2020,11,1,2020,0,0,Denmark,DK,DNK,5797446
10/1/2020,10,1,2020,0,0,Denmark,DK,DNK,5797446
9/1/2020,9,1,2020,0,0,Denmark,DK,DNK,5797446
8/1/2020,8,1,2020,0,0,Denmark,DK,DNK,5797446
7/1/2020,7,1,2020,0,0,Denmark,DK,DNK,5797446
6/1/2020,6,1,2020,0,0,Denmark,DK,DNK,5797446
5/1/2020,5,1,2020,0,0,Denmark,DK,DNK,5797446
4/1/2020,4,1,2020,0,0,Denmark,DK,DNK,5797446
3/1/2020,3,1,2020,0,0,Denmark,DK,DNK,5797446
2/1/2020,2,1,2020,0,0,Denmark,DK,DNK,5797446
1/1/2020,1,1,2020,0,0,Denmark,DK,DNK,5797446
31/12/2019,31,12,2019,0,0,Denmark,DK,DNK,5797446
27/3/2020,27,3,2020,6,0,Djibouti,DJ,DJI,958920
26/3/2020,26,3,2020,9,0,Djibouti,DJ,DJI,958920
25/3/2020,25,3,2020,0,0,Djibouti,DJ,DJI,958920
24/3/2020,24,3,2020,2,0,Djibouti,DJ,DJI,958920
23/3/2020,23,3,2020,0,0,Djibouti,DJ,DJI,958920
22/3/2020,22,3,2020,0,0,Djibouti,DJ,DJI,958920
21/3/2020,21,3,2020,0,0,Djibouti,DJ,DJI,958920
20/3/2020,20,3,2020,0,0,Djibouti,DJ,DJI,958920
19/3/2020,19,3,2020,1,0,Djibouti,DJ,DJI,958920
27/3/2020,27,3,2020,4,0,Dominica,DM,DMA,71625
26/3/2020,26,3,2020,5,0,Dominica,DM,DMA,71625
25/3/2020,25,3,2020,1,0,Dominica,DM,DMA,71625
24/3/2020,24,3,2020,0,0,Dominica,DM,DMA,71625
23/3/2020,23,3,2020,1,0,Dominica,DM,DMA,71625
27/3/2020,27,3,2020,96,0,Dominican_Republic,DO,DOM,10627165
26/3/2020,26,3,2020,80,4,Dominican_Republic,DO,DOM,10627165
25/3/2020,25,3,2020,67,3,Dominican_Republic,DO,DOM,10627165
24/3/2020,24,3,2020,43,0,Dominican_Republic,DO,DOM,10627165
23/3/2020,23,3,2020,90,0,Dominican_Republic,DO,DOM,10627165
22/3/2020,22,3,2020,78,1,Dominican_Republic,DO,DOM,10627165
21/3/2020,21,3,2020,13,2,Dominican_Republic,DO,DOM,10627165
20/3/2020,20,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
19/3/2020,19,3,2020,10,0,Dominican_Republic,DO,DOM,10627165
18/3/2020,18,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
17/3/2020,17,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
16/3/2020,16,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
15/3/2020,15,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
14/3/2020,14,3,2020,6,0,Dominican_Republic,DO,DOM,10627165
10/3/2020,10,3,2020,3,0,Dominican_Republic,DO,DOM,10627165
7/3/2020,7,3,2020,1,0,Dominican_Republic,DO,DOM,10627165
2/3/2020,2,3,2020,1,0,Dominican_Republic,DO,DOM,10627165
1/3/2020,1,3,2020,0,0,Dominican_Republic,DO,DOM,10627165
29/2/2020,29,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
28/2/2020,28,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
27/2/2020,27,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
26/2/2020,26,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
25/2/2020,25,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
24/2/2020,24,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
23/2/2020,23,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
22/2/2020,22,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
21/2/2020,21,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
20/2/2020,20,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
19/2/2020,19,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
18/2/2020,18,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
17/2/2020,17,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
16/2/2020,16,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
15/2/2020,15,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
14/2/2020,14,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
13/2/2020,13,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
12/2/2020,12,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
11/2/2020,11,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
10/2/2020,10,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
9/2/2020,9,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
8/2/2020,8,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
7/2/2020,7,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
6/2/2020,6,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
5/2/2020,5,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
4/2/2020,4,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
3/2/2020,3,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
2/2/2020,2,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
1/2/2020,1,2,2020,0,0,Dominican_Republic,DO,DOM,10627165
31/1/2020,31,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
30/1/2020,30,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
29/1/2020,29,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
28/1/2020,28,1,2020,0,0,Dominican_Republic,DO,DOM,10627165
